source1_entity_id	candidate_entity_ids
S1-635283071	S2-712375691,S2-153385123,S3-927021655,S3-844104666,S3-682523299,S2-380637226,S2-355666488,S2-570430466,S2-37973025,S2-467970417,S2-544886416,S2-420124964,S2-971998019,S2-356033631,S2-228862660,S2-517229543,S2-3609530,S2-451129,S3-957906030,S3-954705177,S3-477721680,S3-422564047,S3-631984556,S3-41452503,S3-241985418,S3-728028599,S3-872051759,S3-688529369,S3-509530575,S3-365251676,S3-913715620,S3-375910309,S3-184900930,S3-409520933,S3-397557050,S2-530061167,S2-352215857,S2-947116767,S2-574178854,S2-174267507,S2-312120208,S2-949490901,S2-412833544,S2-149275869,S2-861333846,S2-967008601,S2-814206532,S2-758087657,S2-714145737,S2-7545438,S2-453913565,S2-351711617,S2-663050270,S2-249877830,S2-22052317,S2-862306357,S2-788125664,S2-370781053,S2-777016786,S2-63697291
S1-620236404	S2-415954708,S3-36074373,S2-627217762,S2-767997013,S2-654562074,S2-925400951,S2-773257998,S2-185048111,S2-988819067,S2-659432589,S2-597052728,S2-784233824,S2-721912112,S2-941338685,S2-532663623,S2-630817745,S2-8966490,S2-351805720,S2-110199306,S2-753864241,S2-614472975,S2-195049104,S2-668558380,S2-434971297,S2-220025568,S2-451419670,S2-406345423,S2-776170602,S2-314243637,S2-174813227,S2-954941109,S2-723353323,S2-729915788,S2-158681761,S2-737452902,S2-954244736,S2-483787890,S2-950869462,S2-674828350,S2-110967771,S2-583423469,S2-415190622,S2-726204950,S2-707392996,S2-623103529,S2-957701642,S2-513577693,S2-846924885,S2-815493302,S2-359498,S2-271425217,S2-890290909,S2-81038849,S2-643189141,S2-865308841,S2-541282972,S2-867796880,S2-401196986,S2-967911515,S2-42557818
S1-607405117	S2-163347409,S3-466885453,S2-10028897,S3-958937599,S3-604261711,S3-218842240,S2-809446796,S2-675955548,S2-658065717,S2-710592252,S2-442549744,S2-184572243,S2-638878423,S2-606618303,S2-400283385,S2-199413427,S2-801918709,S2-237453164,S2-570802793,S2-187691887,S2-664057214,S2-349203608,S2-270143348,S2-379225019,S2-122377908,S2-940785730,S2-874344160,S2-588964870,S2-442908765,S2-987474148,S2-723598211,S2-943731153,S2-436120012,S2-922248695,S2-458272293,S2-975134956,S2-249946131,S2-870832293,S2-309311583,S2-855646108,S2-829431373,S2-406507084,S2-427681843,S2-927698511,S2-295241784,S2-866903019,S3-597151098,S3-359017501,S3-928584875,S3-960164381,S3-261234295,S3-337134910,S3-300815730,S3-324358301,S3-866580997,S3-626166082,S3-890883123,S3-910027783,S3-157508391,S3-407878480
S1-900620899	S3-859091620,S3-85712426,S2-781019495,S2-682586639,S2-348231986,S2-302932759,S2-983169183,S2-456310903,S2-848035844,S2-237299860,S2-359571303,S2-599390250,S2-427923302,S2-1409964,S2-722937141,S2-126555429,S2-990154258,S2-632252306,S2-709233178,S2-502343534,S2-27327953,S2-481167039,S2-236008105,S2-677649633,S2-166336544,S2-25059972,S2-488189793,S2-541732680,S2-221271286,S2-1019397,S2-702588841,S2-880370495,S2-614502965,S2-660085708,S2-79025573,S2-485402125,S2-982857559,S3-981525185,S3-151141255,S3-267270268,S3-163122760,S3-705696248,S3-404394789,S3-336576651,S3-117530409,S3-148354258,S3-528175588,S3-558870882,S3-157112453,S3-430422018,S3-641054613,S3-898582166,S3-365843087,S3-466768932,S3-214373694,S3-680450961,S3-586376425,S3-384348291,S3-390122956,S3-576309562
S1-667492152	S3-93211270,S2-394413760,S3-594590523,S3-768336457,S2-415954708,S3-36074373,S3-366593905,S3-233216634,S2-341862186,S2-392578068,S2-683268866,S2-889243203,S2-523430582,S2-236502124,S2-337736101,S2-298642925,S2-471214036,S2-319681141,S2-724698079,S2-469305953,S2-90390544,S2-319967348,S2-362348935,S2-17667673,S2-762635389,S2-471805227,S2-783788106,S2-83221770,S2-801918709,S2-550636413,S2-917444010,S2-17577430,S2-347626877,S2-240902287,S2-723088853,S2-994868526,S2-443169766,S2-674920534,S2-473919052,S2-812689508,S2-578867106,S2-400547323,S2-818089791,S2-179104978,S2-260052522,S2-112762099,S2-144812674,S2-6909211,S2-815570936,S2-602075732,S2-339825749,S2-828619480,S2-763539343,S2-194003833,S2-568632273,S2-47636306,S2-527829209,S2-408424262,S2-103149921,S2-570531042
S1-627287290	S2-158121477,S2-549064643,S2-843756665,S2-542159339,S2-501584919,S2-910650472,S2-792425759,S2-343540507,S2-529017556,S2-29400256,S3-170974075,S3-39709854,S3-46297314,S3-506226672,S3-444407093,S3-380090627,S3-438965348,S2-262646344,S2-70822028,S2-376908945,S2-40274524,S2-912224990,S2-905094783,S2-306997710,S2-813841226,S2-503202602,S2-931507841,S2-495837003,S2-219631774,S2-949114019,S2-676131215,S2-367703621,S2-15975240,S2-534796720,S2-59604091,S2-502078035,S2-999548180,S2-511033388,S2-931657979,S2-792642549,S2-979851527,S2-569891847,S2-456418039,S2-778140513,S2-289037449,S2-330756546,S2-75542650,S2-192205825,S2-501289649,S2-857474846,S2-652980231,S2-162385476,S2-602368619,S2-199304755,S2-845923292,S2-415673284,S2-54935976,S2-15909748,S2-297283507,S2-294998398
S1-713214446	S3-386296110,S2-10453414,S2-931636837,S2-236978922,S2-431172890,S3-517409976,S3-199911041,S3-233645541,S3-281298338,S3-304242488,S2-188157420,S2-308023845,S3-411540926,S3-260692510,S3-59524362,S2-617290440,S3-541263624,S3-343200865,S2-131762854,S2-36296976,S3-635835046,S3-912358363,S3-538733868,S3-281951629,S3-771818502,S3-617448714,S2-898180141,S2-902693916,S2-36973049,S2-742926619,S2-376254859,S2-723568545,S2-49406445,S2-365284937,S2-211902825,S2-773068733,S2-108720981,S2-155701062,S2-799374047,S2-481620534,S2-585078460,S2-446497492,S2-638480696,S2-710994142,S2-656985373,S2-655795531,S2-564394851,S2-889446030,S2-693215501,S2-201829620,S2-825500215,S2-752848567,S2-389664498,S2-298335348,S2-708431289,S2-730213725,S3-194049640,S3-775062743,S3-640183792,S3-76581442
S1-94559069	S2-903960106,S2-306448367,S2-799748806,S2-557944627,S2-511573721,S2-669192058,S2-134598551,S2-639561287,S2-913370121,S2-433972480,S2-810067585,S3-593981074,S3-64868920,S3-798529445,S3-156064566,S3-402564139,S3-943490973,S3-411327092,S3-590145602,S3-144333333,S3-956247596,S3-244162190,S3-293917707
S1-464270078	S3-295940731,S2-842829312,S2-866219722,S2-322894222,S2-31965582,S2-380723057,S2-55099434,S2-783522151,S2-730808154,S2-802103549,S2-909686204,S2-887367418,S2-40810766,S2-79847822,S2-795087361,S2-893211555,S2-91236651,S2-849389903,S2-245780129,S2-109510748,S2-765422588,S2-764890906,S2-120258406,S2-992470000,S2-789972659,S2-768885001,S2-275565517,S2-601885639,S2-584852281,S2-710636523,S2-885801269,S2-415954708,S2-449739771,S3-825495383,S3-497775376,S3-253705785,S3-369240610,S3-411131923,S3-793476992,S3-106837574,S3-648536675,S3-492730931,S3-169807836,S3-348558423,S3-470981270,S3-566811411,S3-254710423,S3-73254804,S3-942822892,S3-78817251,S3-235492286,S3-923254190,S3-715414026,S3-691772944,S3-225094735,S3-531665674,S3-875943769,S3-30184094,S3-350715987,S3-658784347
S1-555756802	S2-504765147,S2-221800804,S3-281540138,S2-52228927,S2-693103514,S2-502772482,S3-378525947,S3-632218445,S3-325807625,S3-644207821,S3-700945083,S3-248529760,S2-325688160,S2-928291797,S2-924936637,S2-843297027,S2-615621498,S3-864482789,S3-468884380,S3-830011213,S3-427691397,S3-616756584,S3-924394610,S3-334214582,S2-782766806,S2-192191241,S2-381027275,S2-528051606,S3-728972548,S3-75069656,S3-153358110,S3-337406201,S3-851443210,S3-521325549,S3-139689845,S3-849888058,S3-6960164,S3-115848737,S3-900116490,S3-181146811,S2-909605492,S2-85775123,S2-393902595,S2-577711295,S2-947896922,S2-39306652,S2-68168899,S2-92947617,S2-623298671,S2-113094640,S2-650268734,S2-959392634,S2-851636302,S2-447902259,S2-41439720,S2-398871466,S2-679313049,S2-178843096,S2-407997384,S2-389662181
S1-279544386	S2-344937070,S2-183965359,S3-6482944,S3-174730139,S3-139898754,S2-905533869,S2-487265348,S3-598347036,S3-996418471,S2-934716922,S2-236736296,S2-430858827,S2-388029707,S2-115362738,S2-443767103,S2-867590973,S2-604193919,S2-997583588,S2-108641786,S2-722633324,S2-703403495,S2-34433329,S2-58323966,S2-987028311,S2-735966612,S2-302816833,S2-583585553,S2-403203763,S2-714970296,S2-865272695,S2-333927590,S2-27569681,S2-99968645,S2-698902836,S2-368474989,S2-21230100,S2-157198681,S2-699943373,S2-49222867,S2-862683568,S2-206419762,S2-61668330,S2-430076530,S2-566418777,S2-8536256,S2-649940633,S2-828644469,S2-140103443,S3-915330451,S3-77655688,S3-660659868,S3-932204662,S3-507870144,S3-386894294,S3-434785021,S3-606186900,S3-87185064,S3-869901823,S3-241559211,S3-615347245
S1-161113407	S2-147965739,S3-44813988,S2-837157147,S3-911191791,S3-594977703,S3-930304754,S2-227155379,S2-239638282,S2-218490316,S2-466457038,S2-711070792,S2-652893152,S2-293746904,S2-784517142,S2-445225988,S2-517118544,S2-278456968,S2-153497472,S2-84373254,S2-90764496,S2-31125784,S2-80457726,S2-485267967,S2-671110627,S2-684535985,S2-99059673,S2-477753672,S2-753395262,S2-244481094,S2-13705517,S2-841057883,S2-751996925,S2-695954295,S2-345079899,S2-983997844,S2-96780017,S2-334946317,S2-754310163,S2-918528688,S2-563450178,S2-142313940,S2-385554587,S2-531809522,S2-699283875,S2-400186470,S2-495454528,S2-739217134,S2-595395802,S2-730472251,S2-638730605,S2-467341739,S2-274964646,S2-481502344,S2-590326016,S2-335127360,S2-328166016,S2-508865368,S2-128743058,S2-21406571,S2-714648859
S1-980777453	S2-287776873,S3-64558612,S3-646598880,S2-421561115,S2-741133761,S2-670181184,S2-600018995,S2-304000957,S2-611364564,S2-453422522,S2-840686664,S2-847365498,S2-475248315,S2-943394104,S2-104213278,S2-368470121,S2-234635016,S2-740891573,S2-696313198,S2-980957424,S2-607392943,S2-618595825,S2-821773705,S2-130718705,S2-959015092,S2-894314252,S2-630376831,S2-936678412,S2-824687779,S2-591772545,S2-56558931,S2-194154504,S2-385317894,S2-33168384,S2-347516390,S2-66702858,S2-352057210,S2-256161909,S2-879106147,S2-802445465,S2-687682737,S2-60301417,S2-628867895,S2-943550088,S2-620343415,S2-896628229,S2-345611631,S2-876212161,S2-138073501,S2-588773896,S2-240464175,S2-264343085,S2-150131889,S2-182457061,S2-533966582,S2-481928190,S2-444648916,S2-747035866,S2-253627810,S2-653170843
S1-940461808	S3-80654801,S2-494688754,S3-170271354,S3-878811423,S2-445598380,S3-301622173,S3-744989668,S3-911111029,S3-185241700,S2-583114929,S2-75328302,S2-302380669,S2-10204223,S2-257058436,S2-390572031,S2-153275752,S2-743735511,S2-722172803,S2-813086379,S2-572329713,S2-278525232,S2-518518982,S2-644142755,S2-802274154,S2-229264787,S2-140264232,S2-371172306,S2-65368214,S2-980878782,S2-261920394,S2-442021902,S2-379859601,S2-230446372,S2-937221083,S2-198258003,S2-75313678,S2-394927705,S2-34017160,S2-212536068,S2-836098370,S2-591620801,S2-616752200,S2-241539789,S2-634022416,S2-212183822,S2-879905601,S2-814060504,S2-986266873,S2-342875858,S2-5279392,S2-906687560,S2-963387733,S2-678119484,S2-491352359,S2-235762711,S2-384882144,S2-828241922,S2-346181088,S2-572084865,S2-783419287
S1-226944091	S2-675843528,S3-751618353,S2-124769544,S3-731276506,S2-884102769,S2-258360599,S2-358836213,S2-361850482,S2-87379485,S2-637049107,S2-339673955,S2-313670026,S2-242723046,S2-828148866,S2-184886106,S2-615454769,S2-454962899,S2-750899021,S2-711012416,S2-485171350,S2-365532266,S2-573402162,S2-485492188,S2-853566489,S2-332053988,S2-549723454,S2-373251479,S2-478274795,S2-122179757,S2-831809006,S2-404008488,S2-804968290,S2-451952605,S2-679824068,S2-509041892,S2-317425164,S2-325208106,S2-573858895,S2-337906283,S2-625287883,S2-193827252,S2-521058989,S2-457216532,S2-875063830,S2-414357950,S2-128776132,S2-530812786,S2-271397167,S2-517242178,S2-637511625,S2-19547310,S2-796218886,S2-477045812,S2-142747249,S2-194974105,S2-501050170,S2-845800066,S2-51238231,S2-382209784,S2-828289710
S1-65300225	S2-589083365,S2-890141314,S2-17333249,S2-276881487,S2-991117009,S2-103737875,S2-708978414,S2-860996490,S2-477598049,S2-649826975,S2-990286005,S2-921305388,S2-437134067,S2-50503960,S2-309556430,S2-483457001,S2-927857051,S2-791707765,S3-825049552,S3-384466371,S3-829663358,S3-680450961,S3-228531369,S3-565326187,S3-966049107,S3-919608638,S3-178639326,S3-580208794,S3-599282049,S3-556211612,S3-503967646,S3-901538101,S2-995247915,S2-683611654,S2-122759291,S2-219697445,S2-467903681,S2-752351186,S2-476659177,S2-407904246,S2-741337811,S2-474746206,S2-73627041,S2-687663021,S2-89970404,S2-204857962,S2-166045047,S2-676135257,S2-148389108,S2-974952432,S2-298737909,S2-662135491,S2-702908027,S2-962278647,S2-519753012,S2-474104630,S3-60718083,S3-354399672,S3-419708068,S3-475901066
S1-588751193	S2-816390911,S2-597371001,S2-804248860,S3-427384301,S3-322256327,S2-326590840,S2-574178854,S2-708311583,S2-121950175,S2-596939102,S2-829533261,S2-368526173,S2-923463263,S2-868329380,S2-799992604,S2-414902727,S2-755258663,S2-237350176,S2-10684220,S2-469952076,S2-444648916,S2-391532098,S2-853067319,S2-141075389,S2-254044217,S2-2625798,S2-59158261,S2-138115333,S2-573256389,S2-909951418,S2-362399178,S2-857963022,S2-867178718,S2-879088909,S2-307342766,S2-236505408,S2-642356325,S2-548676279,S2-305639162,S3-978534496,S3-210858997,S3-655514684,S3-336576651,S3-602607486,S3-974882510,S3-725228112,S3-909389379,S3-616987161,S3-247867297,S3-822403863,S3-527527218,S3-557872883,S3-849315214,S3-397064760,S3-606663719,S3-151205059,S3-457017803,S3-207826240,S3-906319761,S3-793723255
S1-836242310	S2-667015373,S3-956449278,S2-484457398,S2-640125564,S2-77025756,S2-824244991,S2-561214725,S2-283092026,S2-39721204,S2-214079199,S2-330632317,S2-992199113,S2-315509947,S2-197623773,S2-463107282,S2-57982090,S2-52165657,S2-810172926,S2-609278609,S2-240698360,S2-59663373,S2-51221002,S2-185518652,S2-549600276,S2-38143203,S2-436176518,S2-122663086,S2-367087350,S2-66849666,S2-336551909,S2-849098189,S2-884861125,S2-581428953,S2-293383508,S2-113157655,S2-410563605,S2-996937913,S2-530911408,S2-356071529,S2-318918527,S2-689543554,S2-106969060,S2-273422568,S2-391731314,S2-928558312,S2-343408640,S2-409785090,S2-351875588,S2-255666807,S2-810542088,S2-385509354,S2-36210554,S2-487344241,S2-705146067,S2-251023680,S2-985454251,S2-176782111,S2-112702002,S2-68230238,S2-486230465
S1-954320078	S2-463767174,S2-160823657,S2-412254468,S2-234605140,S2-167452033,S2-57660528,S2-389026253,S2-716329806,S2-396153724,S2-885212289,S2-46638834,S2-790539300,S2-209622054,S2-432739518,S2-450284961,S2-99269459,S2-835423619,S2-602331422,S2-624706351,S2-486507240,S2-337360301,S2-796837749,S2-766474348,S2-105609096,S2-218724234,S2-213317166,S2-445219812,S2-860062420,S2-333614704,S2-30079429,S2-121301652,S2-888825281,S2-328794803,S2-726572165,S2-873366419,S2-103811439,S2-244144042,S2-472874959,S2-430958710,S2-215413480,S2-759947376,S2-746673903,S2-261038174,S2-565056574,S2-135413086,S2-775457138,S2-480027228,S2-331304549,S2-945542880,S2-308762786,S2-386511671,S2-992219145,S2-620638322,S2-909373250,S2-219521540,S2-576380101,S2-253645445,S3-509005412,S3-306853514,S3-85916803
S1-797876267	S3-727479527,S3-853791270,S3-924368476,S2-815660913,S2-781570604,S3-537481785,S2-89642010,S3-114049136,S2-973405019,S2-469205972,S2-31222911,S2-357515538,S2-583681386,S2-787346516,S2-318793847,S2-237387695,S2-305807694,S2-668805682,S2-925950824,S2-449452467,S2-11670369,S2-944394616,S2-868282600,S2-675481057,S2-655186167,S2-72894107,S2-456487662,S2-724998574,S2-581467168,S2-560796320,S2-221826510,S2-493189574,S2-327046626,S2-571232685,S2-612888472,S2-43694646,S2-234430688,S2-938322126,S2-691717619,S2-548977505,S2-278055453,S2-167905118,S2-587590968,S3-222306979,S3-977845400,S3-360915051,S3-902640883,S3-365782401,S3-393769757,S3-697978106,S3-45472894,S3-800729527,S3-797869398,S3-350386820,S3-72737523,S3-995708641,S3-637193956,S3-875341834,S3-648191649,S3-598355267
S1-78625248	S2-755491655,S2-877940400,S2-592019002,S3-789710292,S3-38328797,S2-853818074,S2-80241676,S3-845445184,S3-950645498,S2-627682672,S2-505443158,S3-953844869,S3-841513009,S3-8944639,S3-93733470,S3-683688043,S2-935957493,S3-559500457,S2-510842397,S2-796991793,S2-453562565,S2-898849110,S2-877133584,S2-929103679,S2-960258531,S2-953315150,S2-484483494,S2-353554435,S2-242803736,S2-555357043,S2-222833745,S2-330025709,S2-207998815,S2-444861711,S2-992019566,S2-332323044,S2-748619438,S2-548500463,S2-847809626,S2-342025542,S2-898655795,S2-205674278,S2-939735565,S2-913169920,S2-344162889,S2-857086247,S2-645925142,S2-919393417,S2-531667735,S2-598544923,S2-474124252,S2-667662419,S2-383355616,S2-80539676,S2-386250934,S2-233981100,S2-269177273,S2-577766410,S2-794896485,S2-350720502
S1-820804282	S2-442562958,S2-93909774,S2-142786757,S2-661143069,S2-952556671,S2-73119744,S2-411407927,S2-492340099,S2-972765034,S2-646862887,S2-502620357,S2-270858885,S2-194482594,S2-503797365,S2-753937927,S2-229044843,S2-896679036,S2-328701965,S2-660487905,S2-181578729,S2-759392709,S2-422356727,S2-625724763,S2-476499554,S2-320755786,S2-53736129,S2-341041782,S2-845990124,S2-538559976,S2-691824062,S2-453512283,S2-989611412,S2-281648568,S2-256126059,S2-57742122,S2-817376524,S2-351313764,S2-487168510,S2-878336146,S2-633401479,S2-939990947,S2-635173169,S2-64086936,S2-79718984,S2-774994327,S2-987576097,S2-139777337,S3-835032939,S3-647610122,S3-722123078,S3-857183109,S3-902572777,S3-1802526,S3-595763975,S3-398015529,S3-704487825,S3-785779708,S3-18729008,S3-898701409,S3-152571144
S1-140403565	S2-668069345,S3-563786659,S2-910686979,S2-29620383,S2-159451399,S2-702224383,S2-125865200,S2-916041755,S3-435742150,S3-695292054,S2-184599071,S2-537305800,S2-507802205,S2-16482869,S2-776628405,S2-73325739,S3-577568004,S3-447481353,S3-388728969,S3-231702394,S3-139729977,S2-116714896,S2-99453247,S2-790495745,S2-756243985,S2-554695267,S3-370180554,S3-489724085,S3-323178766,S3-467148247,S3-288778164,S3-41746827,S2-552422416,S2-707066557,S2-424214872,S2-534778812,S3-782557859,S3-88251532,S3-370165357,S3-449952568,S3-399562264,S2-779040268,S2-260494879,S2-336821634,S2-55418957,S2-6184028,S2-165898626,S2-406149845,S2-30931575,S2-167404095,S2-100989007,S2-715960357,S2-788345577,S2-392578068,S2-871144252,S2-664893936,S2-164012387,S2-169686893,S2-800070935,S2-416290690
S1-281207210	S2-106849526,S3-232383284,S2-395778865,S2-836543310,S2-358878256,S2-449438476,S2-715963433,S2-533748083,S2-82774864,S2-77012618,S2-311028079,S2-212353115,S2-54381640,S2-667211271,S2-771758721,S2-36096107,S2-503462713,S2-468899290,S2-742333680,S2-828855744,S2-67196640,S2-477302457,S2-905771221,S2-778357279,S2-354060049,S2-829117319,S2-708544704,S2-867702727,S2-425689551,S2-313055578,S2-792562417,S2-620729127,S2-71879304,S2-881352883,S2-694283075,S2-914112663,S2-293615932,S2-825322709,S2-8186706,S2-392462875,S2-499989945,S2-764172983,S2-241310620,S2-659667401,S2-394591233,S2-813530395,S2-620983072,S2-124349635,S2-177434266,S2-311933551,S2-30012272,S2-782029355,S2-304962115,S2-641203324,S2-967972390,S2-248283152,S2-107284137,S2-284965818,S2-802959153,S2-102957669
S1-826225070	S2-665748796,S2-949044369,S2-545840360,S2-103020894,S2-889243203,S2-209153801,S2-151772630,S2-100444556,S2-824282783,S2-54124086,S2-912881534,S2-178623487,S2-591458591,S2-931406433,S2-348827048,S2-246077211,S2-59869917,S2-837182380,S2-689666527,S2-511878585,S2-750760369,S2-445507381,S2-748262974,S2-525880026,S2-733426326,S2-418861086,S2-370782443,S2-374262617,S2-994347595,S2-739174858,S2-59388278,S2-283547449,S2-476517994,S2-345148258,S2-707100380,S2-110155527,S2-481962536,S2-304168842,S2-580129281,S2-298992335,S2-662841013,S2-906352566,S2-42260080,S2-375161242,S2-760939636,S2-907162924,S2-719744257,S2-588964870,S2-108681503,S2-901686238,S2-805072773,S2-746688314,S2-450643459,S2-366519152,S2-13209531,S2-289209977,S2-39769813,S2-16063867,S2-753013495,S2-382664137
S1-755207616	S3-417054187,S2-292895989,S3-665751212,S3-878224105,S2-576201028,S2-788345577,S2-578070986,S2-285493501,S2-568902552,S2-341324483,S2-836795067,S2-119731521,S2-790080617,S2-503500920,S2-407997384,S2-480036009,S2-260783727,S2-209320819,S2-159477674,S2-174187547,S2-817195716,S2-479558638,S2-24315382,S2-607439619,S2-759123410,S2-814553631,S2-254620744,S2-43896149,S2-446146646,S2-257997959,S2-873537347,S2-483444281,S2-908538058,S2-618149473,S2-538180613,S2-822032464,S2-663077516,S2-72858303,S2-151362836,S2-703475252,S2-239962125,S2-534024026,S2-178456338,S2-747925845,S2-948696487,S2-713815813,S2-64676050,S2-233116368,S2-814837857,S2-580562639,S2-25308149,S3-705276886,S3-89438677,S3-380865889,S3-355019990,S3-940726148,S3-452090748,S3-364426998,S3-410972335,S3-313150694
S1-730710061	S3-7581219,S3-120088514,S3-809552111,S3-241710398,S2-717773569,S2-61249365,S3-796063681,S3-216642521,S2-166809876,S2-260494879,S2-434336539,S2-516174026,S2-940366297,S2-191963917,S2-307656815,S2-56354930,S2-191311189,S2-712852603,S2-512188154,S2-985262675,S2-355900344,S2-766079823,S2-622177531,S2-348013081,S2-249837662,S2-882619688,S2-92947617,S2-969828247,S2-606553458,S2-262986778,S2-33556559,S2-170630707,S2-2366485,S2-698402384,S2-364418703,S2-547376735,S2-835343544,S2-336098059,S2-153590190,S2-272653736,S2-129407055,S2-41442620,S2-882636372,S2-266323597,S2-624429937,S2-50782876,S2-325960122,S2-445283863,S2-566848302,S2-667315469,S2-700916170,S2-715977310,S2-575306289,S2-970133950,S2-245612075,S2-886732759,S2-544745755,S2-147440186,S2-215217934,S2-850921702
S1-633060455	S2-702519191,S2-935928432,S3-713591626,S3-21929091,S3-977486960,S3-929108492,S3-683757211,S2-810569289,S2-366089221,S3-723266487,S3-882873695,S2-125955407,S2-53493926,S2-753571853,S2-515350197,S2-865677331,S2-809330256,S2-280566011,S2-63086476,S2-293585298,S2-222732353,S2-336515076,S2-195609683,S2-952576107,S2-732483055,S2-37140873,S2-557416556,S2-574778178,S2-573939132,S2-540208224,S2-866656540,S2-827587202,S2-756974606,S2-188201871,S2-896735990,S2-369232896,S2-490062811,S2-982575138,S2-158994257,S2-580361480,S2-122733151,S2-842093623,S2-601660132,S2-620010378,S2-934105026,S2-965600761,S2-880786170,S2-24109198,S3-563137754,S3-802796315,S3-621166511,S3-617542417,S3-888377866,S3-881311710,S3-898330195,S3-601342806,S3-967007745,S3-715773728,S3-27267207,S3-784055835
S1-281440483	S3-820698628,S2-425334082,S2-982792981,S2-534288771,S2-406658507,S2-632043040,S2-344818339,S2-34592250,S2-959385099,S2-810300100,S2-389349250,S2-360635375,S2-8335395,S2-120114100,S2-455380104,S2-919675684,S2-326541231,S2-848083550,S2-504576825,S2-889139960,S2-353265425,S2-488950804,S2-357973381,S2-554836741,S2-597020302,S2-742285186,S2-264762721,S2-57353589,S2-273265532,S2-131416371,S2-719818233,S2-518648711,S2-930215135,S2-504284947,S2-761186539,S2-527491631,S2-556973443,S2-16397860,S2-90993540,S2-27861945,S2-795608900,S2-380925429,S2-80016062,S2-5200233,S2-564049490,S2-617525763,S2-771081348,S2-212475641,S2-776946535,S2-948702725,S2-950059670,S2-542833040,S2-378238951,S2-122307409,S2-616338952,S2-113476662,S2-160641880,S2-736710937,S2-699193098,S2-434787777
S1-982848845	S2-995998104,S3-261144863,S3-244152277,S2-798589387,S2-839754549,S2-200885542,S2-891068902,S2-821717867,S2-142644996,S2-216943058,S2-339928969,S2-373947868,S2-829714452,S2-312144254,S2-467027707,S2-276663624,S2-736833668,S2-470499122,S2-746518616,S2-426704259,S2-413919071,S2-998178180,S2-875932043,S2-778908584,S2-709205073,S2-30898608,S2-134322582,S2-286074873,S2-145336002,S2-609378150,S2-943936780,S2-990286005,S2-406284100,S2-245755593,S2-917913363,S2-185371660,S2-815185714,S2-433602474,S2-113608585,S2-3062058,S2-188586013,S2-761793237,S2-946930887,S2-362682845,S2-663868010,S2-952193665,S2-153832593,S2-730343165,S2-189431623,S2-298737909,S2-538201501,S2-832892649,S2-732851738,S2-943568871,S2-621824613,S2-826032339,S2-448673261,S2-435812612,S2-552619523,S3-981013747
S1-219264594	S2-506155991,S2-600137991,S2-622598372,S2-691316430,S2-941884159,S3-566490588,S3-66515330,S3-933817290,S3-855492771,S3-455975339,S3-280904429,S3-53376909,S3-518811444,S3-422299905,S2-428495612,S2-352214657,S2-192795894,S2-284066247,S2-486449821,S2-137175898,S2-689655284,S2-632438550,S2-466691175,S2-476442116,S2-8341109,S2-91222116,S2-38938004,S2-640575556,S2-704965658,S2-868239676,S2-105902821,S2-358396633,S2-566817524,S2-679813434,S2-355190041,S2-567589706,S2-932883950,S2-935662283,S2-168649027,S2-38334586,S2-563399625,S2-432440006,S2-661218322,S2-797958955,S2-558100740,S2-527352924,S2-708535975,S2-862717457,S2-883247263,S2-129397759,S2-84581811,S2-857319192,S2-898040314,S2-908837769,S2-757592266,S2-607546602,S2-317007157,S2-991120295,S2-711729529,S2-721944824
S1-273158121	S3-293352282,S3-869485956,S2-433462124,S3-4119386,S3-718307142,S2-270257041,S2-334939365,S2-446219150,S2-236507762,S2-898271371,S2-581323230,S2-479799304,S2-802854591,S2-485280761,S2-886484247,S2-420714339,S2-679440220,S2-734716146,S2-99502048,S2-502681123,S2-17724126,S2-49027669,S2-102319561,S2-806661640,S2-277300530,S2-643639526,S2-240234854,S2-876424009,S2-706719097,S2-195407315,S2-850760806,S2-670795197,S2-103032139,S2-240342812,S2-606608228,S2-299378101,S2-688975544,S2-143910595,S2-221883099,S2-344787388,S2-594892828,S2-341349443,S2-299093985,S2-224036253,S2-898125627,S2-390664642,S2-41216917,S2-138990860,S2-470542414,S2-618795104,S2-809830272,S2-653202531,S2-781488275,S2-887990019,S2-179288484,S2-872573983,S2-508324192,S2-540931778,S2-953534362,S2-196773413
S1-302513581	S2-348309342,S2-529082338,S3-558320319,S2-209855524,S2-994520411,S2-535454743,S2-911400517,S2-482371631,S2-281977031,S3-159186249,S3-77300854,S3-271401620,S3-222112747,S3-90893957,S3-411228853,S3-702244261,S3-964204394,S3-938430987,S2-37678049,S2-372422920,S2-321502572,S2-987964672,S2-303165999,S2-410109796,S2-837437317,S2-3058794,S2-181652557,S2-343181150,S2-386764628,S2-52395158,S3-636236939,S3-915496571,S3-431613143,S3-453052827,S3-943082083,S3-68621459,S3-537981388,S2-870112830,S2-196650200,S2-733842611,S2-664941643,S2-173768479,S2-221989709,S2-545872711,S2-272849143,S3-265359996,S3-579892924,S3-929362307,S3-107687768,S3-925733683,S3-701643835,S3-86568460,S3-178430724,S3-169324648,S3-257808606,S3-382656402,S3-45291316,S3-10014251,S3-81309423,S3-846038836
