source1_entity_id	matched_entity_ids
S1-582018930	
S1-606714139	
S1-988900831	
S1-700372041	
S1-808140734	
S1-8119282	
S1-663661997	
S1-627038234	
S1-970111097	
S1-134277823	
S1-946197003	
S1-884830034	
S1-561463737	S2-473224839
S1-629219588	
S1-947332943	
S1-184884732	
S1-804295025	
S1-880647873	
S1-451901188	
S1-795296705	
S1-494871906	
S1-534699747	
S1-341632021	
S1-255401555	
S1-799625416	
S1-417229996	
S1-143104498	
S1-43000957	
S1-268691715	
S1-909421287	
S1-3826724	
S1-802979947	
S1-732873779	
S1-886822715	
S1-412714062	
S1-109923880	
S1-811894283	
S1-952425286	
S1-588705545	
S1-377462789	
S1-59641561	
S1-208473502	
S1-870435255	
S1-308424473	
S1-133737699	S3-192921408
S1-923694779	
S1-414523934	
S1-987252388	
S1-585153703	S2-140173187
S1-440045265	
S1-378256705	
S1-153899278	
S1-358249102	
S1-243223415	
S1-157128531	
S1-741903584	
S1-946563088	
S1-422638535	
S1-953683851	
S1-908561946	
S1-361118801	
S1-369021917	
S1-516186098	
S1-906430640	
S1-939781391	S2-86283867
S1-308831394	
S1-2486501	
S1-459591496	S3-415435173
S1-132844738	
S1-848840763	
S1-22353933	
S1-306056924	
S1-425659765	
S1-520999776	S2-877100564,S2-726469062,S3-235983046
S1-607746826	
S1-138473597	S3-373179461,S3-271283527
S1-641606315	
S1-938551822	
S1-918134472	
S1-319705711	
S1-659187609	
S1-563045011	
S1-433170355	
S1-106906410	S2-792361108
S1-105026874	
S1-960618518	
S1-746256627	
S1-941202097	
S1-878431570	S3-32698261,S3-682709809
S1-937199647	
S1-187641016	
S1-189362280	
S1-125725535	
S1-64791898	
S1-472985797	
S1-320965658	
S1-155558704	
S1-171709892	
S1-684861011	
S1-19772273	
S1-477653679	
S1-969684357	
S1-499525776	
S1-944457115	
S1-561972394	
S1-939859098	
S1-67040182	S3-14365646
S1-787701908	
S1-344632074	
S1-937541803	
S1-4424241	
S1-384667543	
S1-903983646	
S1-185034209	
S1-544651313	
S1-451996267	S2-88177179
S1-223617396	S2-503278824
S1-862989558	
S1-302479462	
S1-677264559	
S1-881309110	
S1-699513133	
S1-9147326	
S1-370368380	
S1-795353067	
S1-431393238	
S1-243920399	
S1-11171085	S2-111345386
S1-242787321	
S1-498181440	
S1-8277071	
S1-704345148	S3-274619097
S1-302438339	
S1-812250960	
S1-593467165	
S1-410109178	
S1-942961894	
S1-892679930	
S1-854688386	
S1-864193530	S2-147007766
S1-515298318	
S1-805549242	
S1-246292072	
S1-467509594	
S1-223150002	
S1-931931978	
S1-260936715	
S1-993554267	
S1-801608323	
S1-583260416	S3-737308708
S1-268431218	
S1-356164095	
S1-295956267	
S1-929410547	
S1-490692803	
S1-288032607	
S1-628562512	
S1-791666903	
S1-166272397	
S1-734999783	
S1-212312429	
S1-24859199	
S1-816740240	
S1-940337485	S3-621740523
S1-845953050	
S1-683166212	
S1-577100493	
S1-918434531	
S1-613692537	
S1-334918145	
S1-875439205	S2-390686345
S1-149009118	
S1-762462717	
S1-152842763	
S1-474029725	
S1-413957893	
S1-430953206	
S1-335162709	S3-880968162,S3-144408025,S3-488930222
S1-622811491	
S1-978594124	
S1-720431803	
S1-78792875	
S1-200624218	
S1-318856168	
S1-781647302	
S1-819042566	
S1-245173128	
S1-266385406	
S1-306348981	
S1-574907386	
S1-908414773	
S1-211476008	
S1-299428397	
S1-297986236	
S1-92447453	
S1-941130280	
S1-848539996	
S1-678794379	
S1-107229709	
S1-255428264	
S1-379218624	
S1-204031459	
S1-598323539	
S1-591537048	
S1-772338080	S3-886124144,S2-899887403
S1-566417110	
S1-456576560	
S1-245967591	
S1-786448767	S3-188448345,S2-95287151
S1-178812658	
S1-911105757	
S1-397794973	S2-22074166
S1-325504198	
S1-397421978	
S1-802129285	
S1-363017035	
S1-265324254	
S1-715997	
S1-97607250	
S1-77056056	
S1-281554613	S3-283471210
S1-691992703	
S1-364990813	
S1-409628122	
S1-827715405	
S1-20297662	
S1-347616510	
S1-756950792	
S1-125965061	
S1-352982107	
S1-925594659	
S1-178711551	
S1-910426315	
S1-462041096	
S1-181715949	
S1-167399344	
S1-292078940	
S1-908410533	
S1-640443597	
S1-307932104	
S1-395842105	
S1-404855907	
S1-601106070	
S1-199632094	
S1-434150289	
S1-264398326	
S1-102657037	
S1-20551172	
S1-957088043	
S1-164005295	S3-248636701
S1-127397907	
S1-621271474	
S1-137554510	
S1-171464582	
S1-911846853	
S1-624165531	S3-761953214
S1-198039048	
S1-834574477	
S1-577848788	
S1-157483338	
S1-864011052	
S1-654683966	
S1-60872818	
S1-805472502	
S1-52072506	S2-851029275
S1-412842322	
S1-932995170	
S1-462608375	
S1-695574803	
S1-86493767	
S1-493731223	
S1-254510615	
S1-908369990	
S1-170471890	
S1-996986634	
S1-142110968	
S1-608378693	
S1-46226456	
S1-661962667	
S1-696818383	S2-639945793
S1-924188388	
S1-897209452	
S1-276605485	
S1-60951578	
S1-68436147	S3-528415419
S1-58402345	
S1-412017170	
S1-375601243	
S1-147570531	
S1-151089853	
S1-740206401	
S1-113488455	
S1-248652743	
S1-318981776	
S1-249339655	
S1-184464230	
S1-534548037	
S1-951689049	
S1-786509968	
S1-368360012	
S1-384471207	
S1-921829083	
S1-378621038	
S1-885926400	
S1-964295189	
S1-956547860	
S1-628271591	
S1-485609959	
S1-175695771	
S1-877291072	
S1-227867425	
S1-485230652	
S1-177428983	
S1-582753681	
S1-953270514	
S1-569903476	
S1-555645683	
S1-515275717	
S1-978211354	
S1-957889517	
S1-397463818	
S1-964165864	
S1-691187765	
S1-963732265	
S1-541545439	
S1-684307291	
S1-609269888	
S1-704439067	
S1-26893878	
S1-351145722	S3-361170520
S1-665427986	
S1-116274353	S2-468973362,S3-371392781
S1-369588519	
S1-578554222	
S1-161333580	
S1-732917029	
S1-494651246	
S1-255495424	
S1-941928702	
S1-743884529	S2-619756781
S1-506704123	
S1-307242861	
S1-383973745	
S1-3007002	
S1-387170496	
S1-587748585	
S1-878304995	
S1-147074225	
S1-626454581	
S1-339149394	
S1-790905928	
S1-334670954	
S1-317464509	
S1-220132345	
S1-371148618	
S1-800425756	
S1-61222669	
S1-999531488	S2-319606527
S1-382828085	
S1-906627139	
S1-196020884	
S1-647300268	
S1-213761521	
S1-182082441	
S1-538351115	
S1-890804981	
S1-724986868	S3-64694475
S1-495540126	
S1-236265322	
S1-291186240	S3-560618191
S1-916064540	
S1-705466855	
S1-435918049	
S1-126127763	
S1-259454774	
S1-335020620	
S1-4227218	
S1-793983148	
S1-840996697	
S1-471110901	
S1-543241766	
S1-730898268	
S1-409166150	
S1-917652920	
S1-458140918	
S1-988549875	
S1-364473209	
S1-750118858	
S1-126388760	
S1-78897125	
S1-789133274	
S1-689328820	
S1-11935574	S2-149432440
S1-876324590	
S1-3854100	
S1-732927481	
S1-646835177	
S1-7869910	
S1-449371010	
S1-837473831	
S1-926768585	S3-141496711
S1-624417296	
S1-644413839	
S1-416325843	
S1-500599943	S2-649365199
S1-744748522	
S1-808910545	
S1-373593135	
S1-784134694	
S1-235224964	S2-862596982
S1-88913311	
S1-652641575	
S1-691364104	
S1-68613092	
S1-833405564	S2-628471388
S1-341811543	
S1-710050565	
S1-376740136	
S1-661832258	
S1-968289485	
S1-372995574	
S1-631171455	
S1-334269584	
S1-8540447	
S1-583654284	
S1-602998293	
S1-331375744	
S1-672853493	
S1-909450245	
S1-425216980	
S1-476002375	
S1-337202182	
S1-845985559	
S1-438820068	
S1-193644015	
S1-330708871	
S1-586847892	
S1-398812232	
S1-172543875	S2-88177179
S1-315113331	
S1-668287034	
S1-279726008	
S1-634802760	
S1-822845645	
S1-318198271	
S1-204784934	
S1-410421096	
S1-448792891	S2-289705940
S1-270176874	
S1-833054607	S3-591256687,S3-109781955
S1-751328281	
S1-993692455	
S1-276531243	
S1-670588356	
S1-752044235	
S1-226987594	
S1-128891383	
S1-995293047	
S1-367174617	
S1-590766333	
S1-250355454	
S1-25535732	
S1-968540949	
S1-183035933	
S1-58309997	
S1-653598709	
S1-322346836	
S1-463942027	
S1-603459239	
S1-191779774	
S1-495615314	
S1-337814116	
S1-200567275	
S1-963937188	
S1-259737189	
S1-841080262	
S1-755844244	
S1-582701466	
S1-966433451	
S1-276805762	
S1-964486051	
S1-874251195	
S1-275678116	
S1-458422010	
S1-82906285	
S1-500642210	
S1-217185065	
S1-445324752	
S1-138583268	
S1-154331395	
S1-835366094	
S1-314287516	S3-911054363
S1-158757849	
S1-362925255	
S1-799831759	S2-204180605
S1-286223368	
S1-667646733	
S1-634947132	
S1-424752935	
S1-615037943	
S1-123704458	
S1-503203086	
S1-411637712	
S1-751705015	
S1-427962394	
S1-567679788	
S1-201002432	
S1-418693626	
S1-208514931	
S1-378753011	
S1-684611857	
S1-913148251	
S1-146872925	S3-483224867
S1-136164057	
S1-841236677	
S1-656239174	
S1-845995132	S2-758718556,S2-266693485
S1-52573791	
S1-495982713	
S1-293870015	
S1-278540401	
S1-693480318	
S1-275403441	S3-680760387
S1-786339971	
S1-650192401	
S1-252629525	
S1-341278785	
S1-466196789	
S1-721451418	
S1-959821906	
S1-240360450	
S1-866210212	
S1-550167571	
S1-281352989	
S1-742282509	S3-651654172
S1-654377582	
S1-855690643	
S1-193471818	
S1-393983417	
S1-786347059	
S1-149816491	
S1-205840593	S2-598043922
S1-980050764	
S1-697935586	
S1-485504117	
S1-736439831	
S1-736709592	
S1-436514572	
S1-697486234	
S1-434852731	
S1-442392614	
S1-280749391	
S1-917748195	S3-702073178
S1-509084295	
S1-157189276	
S1-556802828	
S1-387588150	
S1-830412364	
S1-631090780	
S1-945166992	S3-575030208,S3-143341845
S1-581982422	
S1-725887835	
S1-416617939	S2-461780017
S1-9346049	
S1-463693598	S2-796157652
S1-371179573	
S1-720712661	
S1-682346307	
S1-200760509	
S1-519997166	S3-630869717
S1-276801259	
S1-258469807	
S1-779672101	
S1-316744373	
S1-241799786	
S1-116478987	
S1-487305107	
S1-648259108	
S1-396635004	
S1-665189527	
S1-753422069	S2-214043678
S1-928042158	
S1-128284662	
S1-158696999	
S1-509651371	
S1-189230826	
S1-672035886	
S1-787214586	
S1-504247696	
S1-643905303	
S1-93788863	
S1-184909915	
S1-372657032	
S1-47107688	
S1-900042545	
S1-315542300	
S1-421643457	
S1-568175884	S3-870061497
S1-979606949	
S1-188468984	S3-335441888
S1-650244490	
S1-599899994	
S1-545361128	
S1-920814440	
S1-175432382	
S1-231153633	
S1-971310959	
S1-889450190	
S1-285589422	
S1-601467327	S2-698942319
S1-546588867	
S1-633009589	
S1-896060759	
S1-604835463	
S1-851079152	
S1-396530601	
S1-637064578	
S1-950761858	
S1-632342964	
S1-935941756	
S1-343120852	
S1-692657288	
S1-357257652	
S1-689841523	
S1-367864390	
S1-992206971	
S1-125882442	
S1-968722498	
S1-323660607	
S1-552953821	
S1-150478952	
S1-120348562	
S1-128657230	
S1-88319641	
S1-362976185	
S1-690356832	
S1-217004672	
S1-897729113	
S1-725680485	
S1-487006464	
S1-695904168	
S1-246768258	
S1-939763345	S2-634648725,S2-353939810,S2-254661767,S2-488335476
S1-631033999	
S1-190496225	
S1-52042505	
S1-689323814	
S1-277821800	
S1-823795889	
S1-223173248	
S1-341337286	
S1-653066698	
S1-166770389	
S1-142191354	
S1-545647529	S3-145363023
S1-204364981	S3-384986857
S1-89902277	
S1-434225928	
S1-120769904	
S1-5424970	
S1-235535109	
S1-625103892	
S1-346614785	
S1-11425791	S3-753289285
S1-68403479	S2-113123433
S1-310198566	
S1-536152255	
S1-933580340	
S1-544858205	
S1-57187967	
S1-4347126	
S1-243566251	
S1-286566232	
S1-871384530	
S1-59412726	
S1-427755167	
S1-85307046	
S1-640794205	
S1-564595033	
S1-649339073	
S1-882509019	
S1-693645569	
S1-442079426	S2-401308573
S1-626484197	
S1-277357148	
S1-617217926	
S1-420875581	
S1-300891016	
S1-990778454	
S1-220730906	
S1-646344651	
S1-431446226	
S1-917331266	
S1-620817535	
S1-189130816	
S1-806749860	
S1-180656200	
S1-491472237	
S1-522409012	
S1-698378229	
S1-185582448	
S1-958716579	
S1-492738474	
S1-609869598	
S1-948476986	
S1-400266284	
S1-328641130	
S1-89269420	
S1-42698071	
S1-492768411	
S1-566535377	
S1-862530204	
S1-365419226	
S1-553295041	
S1-557634540	
S1-967769109	
S1-905028722	
S1-820439952	
S1-740396648	
S1-275559745	
S1-770924501	
S1-330587546	
S1-723420709	
S1-792093602	
S1-952346920	
S1-292397021	
S1-218295433	
S1-929052015	
S1-568184024	
S1-898578888	
S1-8189959	
S1-139594383	
S1-186821067	
S1-459783432	S2-716583988
S1-19008475	
S1-547985551	
S1-478008584	S2-866141200
S1-317730895	
S1-268144155	
S1-818324416	
S1-711810260	S2-67745795
S1-136740044	
S1-798544153	
S1-687459879	
S1-752590910	
S1-375583313	S3-679827850
S1-760936043	
S1-135131101	
S1-183291722	
S1-611080250	
S1-631249721	
S1-284409572	
S1-842198358	
S1-280342691	
S1-304465079	S3-210045038
S1-578154893	
S1-544220361	
S1-241267206	
S1-433988160	
S1-766315028	
S1-322010849	
S1-547548656	
S1-877975015	
S1-216451179	
S1-162755706	S3-895167158
S1-119170377	
S1-281151529	
S1-99572886	
S1-160363671	
S1-105570014	
S1-644030642	
S1-762383851	
S1-966340451	
S1-403810270	
S1-52083306	S3-226063715
S1-866899626	
S1-801865073	
S1-885068755	
S1-872184574	
S1-762636224	
S1-223176723	S3-952765533,S2-313621998
S1-218815179	
S1-820319722	
S1-323047419	
S1-812976071	
S1-887698725	
S1-752482467	S2-844794892
S1-134324799	
S1-632914860	
S1-874026953	
S1-689550804	
S1-721037659	
S1-315066255	
S1-831567822	
S1-942033593	S3-156910222
S1-991175897	
S1-487346252	
S1-265068002	S3-617753583
S1-959144476	
S1-440147938	
S1-927572425	
S1-478977910	
S1-915474689	
S1-652970135	
S1-568124466	
S1-359041992	
S1-941576900	
S1-436807442	S3-56658784
S1-423198334	
S1-945788668	
S1-950833307	
S1-288220766	
S1-487791926	
S1-773859711	
S1-276314797	
S1-514662649	
S1-127634156	
S1-650142526	
S1-792436742	
S1-380507707	
S1-664112390	
S1-120352052	
S1-324151189	S2-12246361,S3-640942394
S1-517048231	
S1-986104815	
S1-665123608	
S1-727706601	
S1-48659480	
S1-784737677	
S1-628092958	
S1-947747851	S3-317067769
S1-294735454	
S1-821502339	
S1-51515700	
S1-20476050	
S1-109875274	
S1-886298812	
S1-536510434	
S1-655917398	S2-521503606,S3-938429401
S1-727029024	
S1-734516858	S3-907448626,S2-566349568
S1-162776684	
S1-627529077	
S1-588366745	
S1-143922533	
S1-456420774	
S1-639450537	
S1-915830009	
S1-705919672	S2-540376157,S3-545375611
S1-305187079	
S1-990085096	
S1-857339227	
S1-686883851	
S1-306284692	
S1-283544019	
S1-366959530	
S1-561334455	
S1-190344937	
S1-38246682	
S1-278588041	
S1-219331808	
S1-436875199	
S1-747370412	
S1-759277173	
S1-700212125	
S1-87883288	S3-794060938
S1-277711208	
S1-956648703	
S1-350063679	
S1-641347961	
S1-517802626	
S1-874751885	
S1-229887855	S3-533625384
S1-941087991	
S1-203299279	
S1-845838476	
S1-447891328	
S1-329498774	
S1-992320884	
S1-743705891	
S1-337017356	
S1-396478742	
S1-434068169	
S1-857204769	
S1-514083472	
S1-807330829	
S1-350151649	
S1-979880628	
S1-436342918	
S1-71071910	
S1-313311806	
S1-8548359	
S1-892523260	
S1-877796710	
S1-980641277	
S1-358609447	
S1-338487278	
S1-667204508	S3-329748665
S1-716435033	
S1-806700447	
S1-890162926	
S1-230486613	
S1-21516800	S3-146704713
S1-924412168	
S1-640527206	
S1-326621827	
S1-778804033	
S1-933162264	
S1-780324004	
S1-100242309	
S1-357320909	
S1-743031472	S3-734964558
S1-737333091	
S1-68098164	
S1-18801569	
S1-507791627	
S1-655473878	
S1-16637140	
S1-265782795	
S1-344755375	S2-611788228
S1-245960493	
S1-742199551	
S1-402045375	
S1-998946401	
S1-207968092	
S1-815161225	
S1-427755487	
S1-644268959	
S1-783754655	
S1-555747423	
S1-777897468	S3-381857126
S1-479844979	
S1-202282290	
S1-890913990	
S1-909002638	
S1-82254048	
S1-161604310	
S1-344159881	
S1-60638963	
S1-685239039	
S1-851797619	
S1-140484314	
S1-42756533	
S1-494920175	
S1-109453967	
S1-344292037	
S1-664297285	
S1-376267521	
S1-858895592	
S1-474709585	
S1-432797761	S2-900343247,S2-254661767
S1-23675614	
S1-11237996	
S1-449967506	
S1-871010248	S3-926158157
S1-337966235	
S1-952103842	S2-726429799
S1-652863286	
S1-748216156	
S1-990736078	
S1-143766592	
S1-758974282	
S1-196746921	
S1-742910531	
S1-362983665	S2-956304134,S3-659534992
S1-951887420	
S1-766655498	
S1-143146548	S3-929083673
S1-883704845	
S1-479047958	
S1-30328485	
S1-470715254	S2-340343145,S2-960013981
S1-69190853	
S1-513137154	
S1-523799992	S2-345235122
S1-451895174	S2-256860072
S1-310821762	
S1-562878438	
S1-615761300	
S1-627435775	
S1-373451249	
S1-746576124	
S1-502710145	
S1-968391817	
S1-316539837	
S1-407790604	
S1-502066064	
S1-326822481	
S1-484011786	
S1-740589772	
S1-514712942	
S1-765623102	
S1-803302954	
S1-15451497	
S1-889029366	
S1-261020725	
S1-922550567	
S1-219151040	
S1-567655539	
S1-747097515	
S1-147665761	
S1-102433249	
S1-369174109	
S1-91110670	
S1-144300995	
S1-138947974	
S1-772314896	
S1-197574114	
S1-188636654	
S1-354601153	S2-755899956
S1-338923592	
S1-523493204	
S1-140995308	
S1-482223255	
S1-57870532	
S1-188840797	
S1-327909807	
S1-379587275	
S1-491249231	
S1-338642537	
S1-876878836	
S1-502287429	
S1-939005118	
S1-51537942	
S1-647180535	
S1-123272926	
S1-468942200	
S1-92965359	
S1-486103711	
S1-768219664	
S1-500843536	
S1-434421444	
S1-438746869	S3-922078322
S1-45089885	
S1-975690588	
S1-123301868	
S1-173050610	
S1-912121660	
S1-850257423	
S1-555149672	
S1-694363547	
S1-97576576	S3-841974651
S1-732215101	
S1-76503102	
S1-9388332	
S1-166954517	S2-390268394,S3-23646643
S1-824969773	
S1-660513175	
S1-519506812	S2-40017273
S1-895475053	
S1-536901934	
S1-832569601	
S1-265272179	
S1-445577930	
S1-550592241	
S1-46766328	S2-224302243,S3-884228780
S1-63632777	
S1-63070820	
S1-619961905	
S1-390537218	
S1-309307356	
S1-334329668	
S1-154970205	
S1-744547256	
S1-3624047	
S1-335914123	
S1-953725350	
S1-755799483	
S1-883942170	
S1-976969419	
S1-965808267	
S1-673294843	
S1-267844288	
S1-447209155	S3-36959826
S1-560705695	S3-633194257
S1-280115977	
S1-457231653	S3-875547206
S1-196141080	
S1-558429328	
S1-295065855	
S1-448482429	
S1-479403283	
S1-522895923	
S1-376928589	
S1-937074191	
S1-130425806	
S1-649019767	
S1-835187578	
S1-666673942	
S1-729023687	
S1-405476851	
S1-841110306	
S1-378006676	
S1-845825487	S2-625126068
S1-824522478	
S1-549594021	
S1-518010283	
S1-427271277	
S1-274033900	
S1-261558099	
S1-118847316	
S1-854202353	
S1-689346600	
S1-512628781	
S1-224908932	
S1-820223362	
S1-479209577	
S1-909072795	
S1-690183303	
S1-385813523	
S1-12225885	
S1-442594988	
S1-87003630	
S1-501029746	
S1-544157516	
S1-378303667	
S1-231548553	
S1-317332402	
S1-438612576	
S1-728204731	
S1-499807369	
S1-215452602	
S1-595825756	
S1-236434965	
S1-7197289	
S1-603685310	
S1-979988977	
S1-447486299	
S1-741127100	S2-937418960
S1-315126187	
S1-483357108	
S1-844446176	
S1-179182643	
S1-236605446	
S1-292121763	S3-473493682
S1-47857401	
S1-970491969	
S1-655078908	
S1-633407213	
S1-489385827	S2-239469887
S1-331754764	
S1-590378249	
S1-627090906	
S1-84536653	
S1-869165745	
S1-189608425	S3-68506161
S1-681513608	
S1-297047320	
S1-627700156	
S1-260913291	
S1-28634733	
S1-944075205	S3-606524810
S1-153145595	
S1-33814136	
S1-352671572	
S1-700224981	S3-629209241
S1-956201692	
S1-160123860	
S1-896526805	
S1-157835210	
S1-758140239	
S1-323440846	
S1-825160086	
S1-93989146	
S1-148960822	
S1-790826758	
S1-844969064	
S1-561972580	
S1-732381497	
S1-852383901	S3-324522286
S1-18038221	
S1-585712639	
S1-475723583	
S1-1425075	
S1-513650578	
S1-767306613	
S1-362216276	
S1-931495964	
S1-296267977	
S1-845432284	
S1-568065278	
S1-110512555	
S1-747758814	
S1-665759229	
S1-3242176	
S1-146037748	
S1-235208585	
S1-690476982	
S1-859527895	
S1-198879255	
S1-102842611	
S1-649849340	
S1-812012789	
S1-772807204	
S1-957776787	
S1-370997707	
S1-613042079	
S1-796076856	
S1-766518725	
S1-977487588	
S1-500125247	S2-538622423
S1-530693923	
S1-259266723	
S1-236769292	
S1-859253328	
S1-811431204	
S1-847234970	
S1-275132264	
S1-48559519	
S1-581575940	
S1-730477115	
S1-590286964	
S1-705874057	
S1-592428088	
S1-247330723	
S1-977578353	
S1-537287929	
S1-880303683	
S1-500684005	
S1-32214235	
S1-798879882	S2-774602742
S1-182355337	
S1-646601236	S2-610335501
S1-434179275	
S1-156998432	S2-266751024
S1-95269652	
S1-789883625	
S1-295425117	
S1-4711294	
S1-636413657	
S1-996500382	
S1-478980318	
S1-305569970	
S1-792686777	
S1-483119709	
S1-955717976	
S1-750705346	
S1-816386152	
S1-238946189	
S1-433647737	
S1-254000259	
S1-173327457	
S1-643401301	
S1-866322133	
S1-904187078	
S1-432556578	
S1-322683340	
S1-33999664	S2-931362441,S3-498556569,S3-30775297,S3-21787461,S3-140853294,S3-509764178,S3-660931621,S3-135405497
S1-532109941	
S1-89632838	
S1-456000076	S2-815903205
S1-189960930	
S1-655686101	
S1-210169398	
S1-322644991	
S1-135448670	
S1-263560902	
S1-583238894	
S1-925633676	
S1-468098701	
S1-684856785	
S1-61301240	
S1-240931153	
S1-998727676	
S1-464926725	
S1-629966328	
S1-51676600	
S1-178704955	
S1-958873063	
S1-659721226	
S1-983354753	
S1-590170106	
S1-531746208	
S1-207729719	
S1-206288450	
S1-644167121	
S1-140726878	
S1-895371513	
S1-268866931	
S1-619388590	
S1-706441691	
S1-278866510	S2-367423288
S1-990960157	
S1-883127114	
S1-222994375	
S1-732147203	
S1-132070854	
S1-122309280	
S1-912013945	
S1-636543282	
S1-40721129	
S1-649046090	S2-255397325,S2-382802401
S1-278410807	
S1-347235960	
S1-103902436	
S1-221264293	
S1-331393143	
S1-408272923	
S1-750228040	
S1-875985877	
S1-651667549	
S1-387996211	
S1-454087242	
S1-502416027	
S1-572576863	
S1-897976697	
S1-381572133	
S1-908296767	
S1-840187727	
S1-445906870	
S1-949861433	
S1-211302806	
S1-235005363	
S1-841693520	
S1-569000921	
S1-914996764	
S1-997175561	S3-186154653
S1-632052862	
S1-180618384	
S1-429030200	
S1-427002840	
S1-579896152	
S1-330823328	
S1-110556006	
S1-847722173	
S1-690077469	S2-816122440,S3-671386184
S1-395396293	
S1-820303982	
S1-405549405	
S1-374568696	
S1-962727887	
S1-354166533	
S1-915395568	S2-990135097
S1-835534461	
S1-303531852	S3-457264266,S3-800590855,S2-774602742
S1-12487832	
S1-473861573	
S1-748083378	
S1-49370263	
S1-53018117	
S1-275977484	
S1-633852443	
S1-782320235	
S1-874955494	
S1-128697445	
S1-878524303	
S1-141070293	S3-980664720
S1-387726470	
S1-520700236	
S1-400081677	
S1-796133617	
S1-580800257	S3-942596741
S1-398749881	
S1-824177714	
S1-554760065	
S1-385955888	
S1-154563711	
S1-439252075	
S1-207818366	
S1-61083919	
S1-726198361	
S1-63568656	
S1-140920815	
S1-294128423	
S1-430287139	
S1-54837437	
S1-988514941	
S1-78797783	
S1-950817891	S3-291955085
S1-600893819	
S1-321790990	
S1-538187907	
S1-259378784	
S1-714244690	S2-223058232
S1-525891662	
S1-949367852	
S1-370503349	
S1-71908957	
S1-742788745	
S1-169042913	
S1-825232759	
S1-632443000	
S1-571084899	
S1-502926773	
S1-332207471	
S1-193867616	
S1-944910776	
S1-840429500	
S1-181212103	
S1-456843864	
S1-567782613	
S1-55703954	
S1-256853355	
S1-414878412	
S1-892358869	
S1-497955649	
S1-519980371	
S1-258527506	
S1-580592713	
S1-44890424	
S1-611324026	
S1-781768890	
S1-202161325	
S1-379606271	
S1-13162853	
S1-110828005	
S1-241255295	S2-692632563
S1-887571190	
S1-307699591	
S1-212392417	
S1-358656672	
S1-389171510	
S1-804858623	S2-382007707
S1-408183415	
S1-90721751	
S1-946078320	
S1-715346252	
S1-122858766	
S1-433999320	S3-280322570
S1-806168374	
S1-616032895	
S1-787532152	
S1-723209066	
S1-759305764	
S1-874285544	
S1-75423154	
S1-879436700	
S1-764845773	
S1-129700662	
S1-537073441	S2-946216627,S3-332343697,S3-656659309,S3-949376218
S1-128268903	
S1-187412421	
S1-310619835	
S1-162135905	
S1-141497520	
S1-347660937	
S1-94060670	
S1-691070326	
S1-621280262	
S1-682674655	
S1-475439560	
S1-962613645	
S1-804452230	
S1-662492306	
S1-586466287	
S1-127976658	
S1-695265609	
S1-559909941	S3-379985324
S1-893588700	
S1-956219040	
S1-441479208	
S1-995415745	
S1-723279182	
S1-582018807	
S1-367863534	
S1-849347360	
S1-853304497	
S1-625911082	
S1-383096511	
S1-591103433	
S1-361569504	
S1-269039253	S2-918728192
S1-69767446	
S1-98731872	
S1-791907576	
S1-386821137	
S1-268108570	
S1-986007966	
S1-608952060	
S1-26936927	S3-966843841
S1-396215322	
S1-473991534	
S1-757404069	S3-778480659,S3-137916125
S1-87525630	
S1-333590831	
S1-928820865	
S1-381612255	
S1-129052636	
S1-218157206	
S1-274390300	
S1-397031759	
S1-367239626	
S1-235523878	
S1-793491115	
S1-445729253	
S1-298325453	
S1-582934275	S2-381791194,S3-769637720,S2-328653682,S3-30775297,S3-713269536,S3-140853294,S3-660931621
S1-800133238	S2-743258128
S1-32948388	
S1-600917295	
S1-262496461	
S1-892265156	
S1-363380835	
S1-634343035	
S1-695938154	
S1-882320860	
S1-425257718	
S1-68926289	S3-942100426
S1-901712254	
S1-390758722	S3-225030862,S3-41464344
S1-293774794	
S1-750140927	
S1-507886521	
S1-744700648	
S1-26322547	
S1-960773993	
S1-545939156	
S1-82620137	
S1-104669954	
S1-831657252	S3-748367553
S1-446136141	
S1-876254134	
S1-616082053	
S1-860414693	
S1-544148975	
S1-334962484	
S1-990898784	
S1-233973797	
S1-652573619	
S1-325905384	S2-204258041
S1-346784834	
S1-977820159	
S1-736319037	S3-229917278,S2-590813882
S1-901787953	
S1-995962904	S2-634492976
S1-239427242	
S1-887824092	
S1-644292202	
S1-951299130	
S1-885539292	
S1-386631614	
S1-360390732	
S1-714099362	
S1-669055286	S3-20478464
S1-579311615	
S1-581148381	
S1-605308736	
S1-311915150	
S1-819676978	
S1-297981240	
S1-680418100	
S1-390315033	
S1-80529098	
S1-657458749	
S1-876629768	
S1-840173337	
S1-648844541	
S1-525695963	
S1-592989193	
S1-44483362	
S1-658145236	
S1-924659184	
S1-287705994	S3-821682639
S1-748293593	S2-809383326,S3-137916125,S2-905163961,S2-135532615,S2-858562399
S1-675327026	
S1-238183	
S1-839535381	
S1-590609914	
S1-399961935	
S1-916205712	
S1-976604021	
S1-602722044	S3-16263264,S3-809478785
S1-477028433	
S1-412993464	
S1-664873754	
S1-820685983	
S1-544965932	S2-988201774
S1-108326783	
S1-715145672	
S1-40058505	
S1-36400356	
S1-638701607	
S1-373407506	
S1-535719134	
S1-915114084	
S1-451662014	
S1-636742281	
S1-148470040	
S1-787760871	
S1-634225037	
S1-507492932	
S1-960540481	
S1-727793963	
S1-425585775	
S1-188573176	
S1-13945545	S3-786311356
S1-452722544	
S1-156758506	
